,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
297,19/03/2016,Watford,Stoke,1.0,2.0,A,2.4,3.25,3.3
298,19/03/2016,West Brom,Norwich,0.0,1.0,A,2.25,3.3,3.6
299,20/03/2016,Man City,Man United,0.0,1.0,A,1.83,3.75,4.75
300,20/03/2016,Newcastle,Sunderland,1.0,1.0,D,2.1,3.5,3.8
301,20/03/2016,Southampton,Liverpool,3.0,2.0,H,2.63,3.4,2.88
302,20/03/2016,Tottenham,Bournemouth,3.0,0.0,H,1.53,4.33,7.0
303,02/04/2016,Arsenal,Watford,4.0,0.0,H,1.36,5.25,10.0
304,02/04/2016,Aston Villa,Chelsea,0.0,4.0,A,6.5,4.33,1.57
305,02/04/2016,Bournemouth,Man City,0.0,4.0,A,3.75,3.6,2.1
306,02/04/2016,Liverpool,Tottenham,1.0,1.0,D,2.5,3.4,3.0
307,02/04/2016,Norwich,Newcastle,3.0,2.0,H,2.2,3.4,3.6
308,02/04/2016,Stoke,Swansea,2.0,2.0,D,2.2,3.4,3.6
309,02/04/2016,Sunderland,West Brom,0.0,0.0,D,2.1,3.3,4.0
310,02/04/2016,West Ham,Crystal Palace,2.0,2.0,D,1.95,3.6,4.2
311,03/04/2016,Leicester,Southampton,1.0,0.0,H,2.25,3.4,3.5
312,03/04/2016,Man United,Everton,1.0,0.0,H,2.1,3.5,3.75
313,09/04/2016,Aston Villa,Bournemouth,1.0,2.0,A,3.4,3.2,2.2
314,09/04/2016,Crystal Palace,Norwich,1.0,0.0,H,2.05,3.4,3.6
315,09/04/2016,Man City,West Brom,2.0,1.0,H,1.33,5.0,9.0
316,09/04/2016,Southampton,Newcastle,3.0,1.0,H,1.53,4.0,6.0
317,09/04/2016,Swansea,Chelsea,1.0,0.0,H,3.75,3.4,2.0
318,09/04/2016,Watford,Everton,1.0,1.0,D,3.4,3.3,2.15
319,09/04/2016,West Ham,Arsenal,3.0,3.0,D,3.6,3.5,2.0
320,10/04/2016,Liverpool,Stoke,4.0,1.0,H,1.55,4.0,5.75
321,10/04/2016,Sunderland,Leicester,0.0,2.0,A,3.4,3.4,2.1
322,10/04/2016,Tottenham,Man United,3.0,0.0,H,1.91,3.5,4.0
323,13/04/2016,Crystal Palace,Everton,0.0,0.0,D,2.9,3.4,2.6
324,16/04/2016,Chelsea,Man City,0.0,3.0,A,2.75,3.4,2.7
325,16/04/2016,Everton,Southampton,1.0,1.0,D,2.7,3.4,2.8
326,16/04/2016,Man United,Aston Villa,1.0,0.0,H,1.22,7.0,17.0
327,16/04/2016,Newcastle,Swansea,3.0,0.0,H,2.3,3.4,3.4
328,16/04/2016,Norwich,Sunderland,0.0,3.0,A,2.4,3.3,3.25
329,16/04/2016,West Brom,Watford,0.0,1.0,A,2.4,3.2,3.4
330,17/04/2016,Arsenal,Crystal Palace,1.0,1.0,D,1.33,5.75,9.5
331,17/04/2016,Bournemouth,Liverpool,1.0,2.0,A,3.6,3.5,2.15
332,17/04/2016,Leicester,West Ham,2.0,2.0,D,1.95,3.6,4.2
333,18/04/2016,Stoke,Tottenham,0.0,4.0,A,4.5,3.75,1.85
334,19/04/2016,Newcastle,Man City,1.0,1.0,D,6.0,4.5,1.57
335,20/04/2016,Liverpool,Everton,4.0,0.0,H,1.73,4.0,5.0
336,20/04/2016,Man United,Crystal Palace,2.0,0.0,H,1.53,4.33,7.0
337,20/04/2016,West Ham,Watford,3.0,1.0,H,1.57,4.33,6.5
338,21/04/2016,Arsenal,West Brom,2.0,0.0,H,1.29,6.0,13.0
339,23/04/2016,Aston Villa,Southampton,2.0,4.0,A,7.5,4.2,1.53
340,23/04/2016,Bournemouth,Chelsea,1.0,4.0,A,3.1,3.5,2.4
341,23/04/2016,Liverpool,Newcastle,2.0,2.0,D,1.57,4.5,6.0
342,23/04/2016,Man City,Stoke,4.0,0.0,H,1.3,6.0,11.0
343,24/04/2016,Leicester,Swansea,4.0,0.0,H,1.75,3.7,5.5
344,24/04/2016,Sunderland,Arsenal,0.0,0.0,D,4.5,4.0,1.8
345,25/04/2016,Tottenham,West Brom,1.0,1.0,D,1.22,7.0,15.0
346,30/04/2016,Arsenal,Norwich,1.0,0.0,H,1.29,6.5,11.0
347,30/04/2016,Everton,Bournemouth,2.0,1.0,H,2.0,3.8,3.8
348,30/04/2016,Newcastle,Crystal Palace,1.0,0.0,H,2.0,3.6,4.0
349,30/04/2016,Stoke,Sunderland,1.0,1.0,D,2.75,3.3,2.8
350,30/04/2016,Watford,Aston Villa,3.0,2.0,H,1.7,3.8,5.75
351,30/04/2016,West Brom,West Ham,0.0,3.0,A,4.0,3.4,2.1
352,01/05/2016,Man United,Leicester,1.0,1.0,D,2.1,3.4,3.9
353,01/05/2016,Southampton,Man City,4.0,2.0,H,2.8,3.4,2.7
354,01/05/2016,Swansea,Liverpool,3.0,1.0,H,3.1,3.5,2.4
355,02/05/2016,Chelsea,Tottenham,2.0,2.0,D,2.75,3.6,2.63
356,07/05/2016,Aston Villa,Newcastle,0.0,0.0,D,5.75,4.2,1.65
357,07/05/2016,Bournemouth,West Brom,1.0,1.0,D,1.95,3.6,4.2
358,07/05/2016,Crystal Palace,Stoke,2.0,1.0,H,2.05,3.5,3.9
359,07/05/2016,Leicester,Everton,3.0,1.0,H,1.91,4.0,4.0
360,07/05/2016,Norwich,Man United,0.0,1.0,A,4.5,3.6,1.91
361,07/05/2016,Sunderland,Chelsea,3.0,2.0,H,3.0,3.5,2.45
362,07/05/2016,West Ham,Swansea,1.0,4.0,A,1.44,4.75,8.0
363,08/05/2016,Liverpool,Watford,2.0,0.0,H,1.5,4.5,7.5
364,08/05/2016,Man City,Arsenal,2.0,2.0,D,2.5,3.6,2.9
365,08/05/2016,Tottenham,Southampton,1.0,2.0,A,2.05,3.6,3.9
366,10/05/2016,West Ham,Man United,3.0,2.0,H,3.0,3.5,2.45
367,11/05/2016,Liverpool,Chelsea,1.0,1.0,D,2.0,3.8,3.8
368,11/05/2016,Norwich,Watford,4.0,2.0,H,1.83,3.75,4.75
369,11/05/2016,Sunderland,Everton,3.0,0.0,H,1.75,4.0,5.0
370,15/05/2016,Arsenal,Aston Villa,4.0,0.0,H,1.17,9.0,17.0
371,15/05/2016,Chelsea,Leicester,1.0,1.0,D,2.3,3.75,3.1
372,15/05/2016,Everton,Norwich,3.0,0.0,H,1.8,4.0,4.5
373,15/05/2016,Newcastle,Tottenham,5.0,1.0,H,4.5,4.0,1.8
374,15/05/2016,Southampton,Crystal Palace,4.0,1.0,H,1.36,5.5,9.0
375,15/05/2016,Stoke,West Ham,2.0,1.0,H,3.5,3.6,2.15
376,15/05/2016,Swansea,Man City,1.0,1.0,D,6.0,4.75,1.53
377,15/05/2016,Watford,Sunderland,2.0,2.0,D,2.05,3.75,3.7
378,15/05/2016,West Brom,Liverpool,1.0,1.0,D,2.4,3.6,3.0
379,17/05/2016,Man United,Bournemouth,3.0,1.0,H,1.67,4.2,5.25
0,13/08/05,Aston Villa,Bolton,2.0,2.0,D,2.3,3.25,3.0
1,13/08/05,Everton,Man United,0.0,2.0,A,5.0,3.4,1.72
2,13/08/05,Fulham,Birmingham,0.0,0.0,D,2.37,3.25,2.87
3,13/08/05,Man City,West Brom,0.0,0.0,D,1.72,3.4,5.0
4,13/08/05,Middlesbrough,Liverpool,0.0,0.0,D,2.87,3.2,2.4
5,13/08/05,Portsmouth,Tottenham,0.0,2.0,A,2.75,3.2,2.5
6,13/08/05,Sunderland,Charlton,1.0,3.0,A,2.37,3.2,2.9
7,13/08/05,West Ham,Blackburn,3.0,1.0,H,2.5,3.2,2.75
8,14/08/05,Arsenal,Newcastle,2.0,0.0,H,1.4,4.2,8.0
9,14/08/05,Wigan,Chelsea,0.0,1.0,A,10.0,4.5,1.33
10,20/08/05,Birmingham,Man City,1.0,2.0,A,2.2,3.2,3.25
11,20/08/05,Blackburn,Fulham,2.0,1.0,H,2.0,3.2,3.75
12,20/08/05,Charlton,Wigan,1.0,0.0,H,1.8,3.4,4.33
13,20/08/05,Liverpool,Sunderland,1.0,0.0,H,1.28,5.0,10.0
14,20/08/05,Man United,Aston Villa,1.0,0.0,H,1.22,5.5,13.0
15,20/08/05,Newcastle,West Ham,0.0,0.0,D,1.61,3.6,5.5
16,20/08/05,Tottenham,Middlesbrough,2.0,0.0,H,1.9,3.3,4.0
17,20/08/05,West Brom,Portsmouth,2.0,1.0,H,2.2,3.2,3.25
18,21/08/05,Bolton,Everton,0.0,1.0,A,2.1,3.2,3.5
19,21/08/05,Chelsea,Arsenal,1.0,0.0,H,2.0,3.2,3.75
20,23/08/05,Birmingham,Middlesbrough,0.0,3.0,A,2.5,3.2,2.75
21,23/08/05,Portsmouth,Aston Villa,1.0,1.0,D,2.5,3.2,2.75
22,23/08/05,Sunderland,Man City,1.0,2.0,A,2.75,3.2,2.5
23,24/08/05,Arsenal,Fulham,4.0,1.0,H,1.22,5.5,13.0
24,24/08/05,Blackburn,Tottenham,0.0,0.0,D,2.62,3.2,2.6
25,24/08/05,Bolton,Newcastle,2.0,0.0,H,2.3,3.25,3.0
26,24/08/05,Chelsea,West Brom,4.0,0.0,H,1.2,5.5,17.0
27,27/08/05,Aston Villa,Blackburn,1.0,0.0,H,2.1,3.25,3.4
28,27/08/05,Fulham,Everton,1.0,0.0,H,2.5,3.2,2.75
29,27/08/05,Man City,Portsmouth,2.0,1.0,H,1.61,3.6,5.5
30,27/08/05,Tottenham,Chelsea,0.0,2.0,A,4.33,3.3,1.83
31,27/08/05,West Brom,Birmingham,2.0,3.0,A,2.37,3.1,3.0
32,27/08/05,West Ham,Bolton,1.0,2.0,A,2.5,3.2,2.75
33,27/08/05,Wigan,Sunderland,1.0,0.0,H,2.1,3.25,3.4
34,28/08/05,Middlesbrough,Charlton,0.0,3.0,A,1.83,3.3,4.33
35,28/08/05,Newcastle,Man United,0.0,2.0,A,5.0,3.6,1.66
36,10/09/05,Birmingham,Charlton,0.0,1.0,A,2.37,3.25,2.87
37,10/09/05,Chelsea,Sunderland,2.0,0.0,H,1.12,7.5,19.0
38,10/09/05,Everton,Portsmouth,0.0,1.0,A,1.72,3.3,5.0
39,10/09/05,Man United,Man City,1.0,1.0,D,1.4,3.75,10.0
40,10/09/05,Middlesbrough,Arsenal,2.0,1.0,H,5.0,3.3,1.72
41,10/09/05,Newcastle,Fulham,1.0,1.0,D,1.61,3.4,6.0
42,10/09/05,Tottenham,Liverpool,0.0,0.0,D,2.5,3.2,2.75
43,10/09/05,West Brom,Wigan,1.0,2.0,A,2.0,3.2,3.75
44,11/09/05,Bolton,Blackburn,0.0,0.0,D,2.0,3.2,3.75
45,12/09/05,West Ham,Aston Villa,4.0,0.0,H,2.5,3.2,2.75
46,17/09/05,Aston Villa,Tottenham,1.0,1.0,D,2.6,3.25,2.6
47,17/09/05,Charlton,Chelsea,0.0,2.0,A,6.0,3.6,1.57
48,17/09/05,Fulham,West Ham,1.0,2.0,A,2.2,3.1,3.3
49,17/09/05,Portsmouth,Birmingham,1.0,1.0,D,2.3,3.25,3.0
50,17/09/05,Sunderland,West Brom,1.0,1.0,D,2.37,3.2,2.9
51,18/09/05,Blackburn,Newcastle,0.0,3.0,A,2.4,3.25,2.8
52,18/09/05,Liverpool,Man United,0.0,0.0,D,2.7,3.1,2.6
53,18/09/05,Man City,Bolton,0.0,1.0,A,2.1,3.25,3.4
54,18/09/05,Wigan,Middlesbrough,1.0,1.0,D,2.7,3.1,2.6
55,19/09/05,Arsenal,Everton,2.0,0.0,H,1.4,4.0,9.0
56,24/09/05,Birmingham,Liverpool,2.0,2.0,D,3.4,3.25,2.1
57,24/09/05,Bolton,Portsmouth,1.0,0.0,H,1.72,3.4,5.0
58,24/09/05,Chelsea,Aston Villa,2.0,1.0,H,1.22,5.5,13.0
59,24/09/05,Everton,Wigan,0.0,1.0,A,1.9,3.25,4.0
60,24/09/05,Man United,Blackburn,1.0,2.0,A,1.3,4.33,13.0
61,24/09/05,Newcastle,Man City,1.0,0.0,H,2.1,3.25,3.4
62,24/09/05,West Brom,Charlton,1.0,2.0,A,2.75,3.2,2.5
63,24/09/05,West Ham,Arsenal,0.0,0.0,D,5.0,3.4,1.72
64,25/09/05,Middlesbrough,Sunderland,0.0,2.0,A,1.57,3.5,6.5
65,26/09/05,Tottenham,Fulham,1.0,0.0,H,1.61,3.4,6.0
66,01/10/05,Blackburn,West Brom,2.0,0.0,H,1.8,3.3,4.5
67,01/10/05,Charlton,Tottenham,2.0,3.0,A,2.5,3.2,2.75
68,01/10/05,Fulham,Man United,2.0,3.0,A,5.0,3.6,1.66
69,01/10/05,Portsmouth,Newcastle,0.0,0.0,D,2.8,3.25,2.4
70,01/10/05,Sunderland,West Ham,1.0,1.0,D,2.5,3.2,2.75
71,02/10/05,Arsenal,Birmingham,1.0,0.0,H,1.33,4.5,9.5
72,02/10/05,Aston Villa,Middlesbrough,2.0,3.0,A,2.1,3.25,3.4
73,02/10/05,Liverpool,Chelsea,1.0,4.0,A,3.25,3.0,2.3
74,02/10/05,Man City,Everton,2.0,0.0,H,1.83,3.3,4.33
75,02/10/05,Wigan,Bolton,2.0,1.0,H,2.6,3.2,2.62
76,15/10/05,Chelsea,Bolton,5.0,1.0,H,1.28,4.5,13.0
77,15/10/05,Liverpool,Blackburn,1.0,0.0,H,1.61,3.4,6.0
78,15/10/05,Middlesbrough,Portsmouth,1.0,1.0,D,1.72,3.3,4.5
79,15/10/05,Sunderland,Man United,1.0,3.0,A,7.5,3.6,1.5
80,15/10/05,Tottenham,Everton,2.0,0.0,H,1.61,3.4,6.0
81,15/10/05,West Brom,Arsenal,2.0,1.0,H,6.0,3.4,1.61
82,15/10/05,Wigan,Newcastle,1.0,0.0,H,2.6,3.25,2.6
83,16/10/05,Birmingham,Aston Villa,0.0,1.0,A,2.37,3.1,3.0
84,16/10/05,Man City,West Ham,2.0,1.0,H,1.9,3.25,4.0
85,17/10/05,Charlton,Fulham,1.0,1.0,D,1.83,3.25,4.5
86,22/10/05,Arsenal,Man City,1.0,0.0,H,1.5,3.75,7.0
87,22/10/05,Aston Villa,Wigan,0.0,2.0,A,2.0,3.2,3.75
88,22/10/05,Blackburn,Birmingham,2.0,0.0,H,2.0,3.2,3.75
89,22/10/05,Fulham,Liverpool,2.0,0.0,H,3.5,3.2,2.1
90,22/10/05,Man United,Tottenham,1.0,1.0,D,1.61,3.4,6.0
91,22/10/05,Portsmouth,Charlton,1.0,2.0,A,2.6,3.25,2.6
92,23/10/05,Bolton,West Brom,2.0,0.0,H,1.72,3.4,5.0
93,23/10/05,Everton,Chelsea,1.0,1.0,D,9.0,4.33,1.36
94,23/10/05,Newcastle,Sunderland,3.0,2.0,H,1.66,3.4,5.5
95,23/10/05,West Ham,Middlesbrough,2.0,1.0,H,2.37,3.25,2.87
96,29/10/05,Birmingham,Everton,0.0,1.0,A,2.3,3.25,3.0
97,29/10/05,Charlton,Bolton,0.0,1.0,A,2.1,3.2,3.5
98,29/10/05,Chelsea,Blackburn,4.0,2.0,H,1.22,5.5,13.0
99,29/10/05,Liverpool,West Ham,2.0,0.0,H,1.57,3.5,6.5
100,29/10/05,Middlesbrough,Man United,4.0,1.0,H,4.5,3.3,1.8
101,29/10/05,Sunderland,Portsmouth,1.0,4.0,A,2.25,3.2,3.1
102,29/10/05,Tottenham,Arsenal,1.0,1.0,D,2.8,3.1,2.5
103,29/10/05,Wigan,Fulham,1.0,0.0,H,2.1,3.2,3.5
104,30/10/05,West Brom,Newcastle,0.0,3.0,A,3.0,3.25,2.3
105,31/10/05,Man City,Aston Villa,3.0,1.0,H,1.83,3.25,4.5
106,05/11/05,Arsenal,Sunderland,3.0,1.0,H,1.2,6.0,13.0
107,05/11/05,Aston Villa,Liverpool,0.0,2.0,A,3.2,3.25,2.2
108,05/11/05,Blackburn,Charlton,4.0,1.0,H,2.3,3.1,3.1
109,05/11/05,Fulham,Man City,2.0,1.0,H,2.5,3.2,2.75
110,05/11/05,Newcastle,Birmingham,1.0,0.0,H,1.61,3.4,6.0
111,05/11/05,Portsmouth,Wigan,0.0,2.0,A,2.3,3.25,3.0
112,05/11/05,West Ham,West Brom,1.0,0.0,H,1.83,3.3,4.33
113,06/11/05,Everton,Middlesbrough,1.0,0.0,H,2.5,3.2,2.75
114,06/11/05,Man United,Chelsea,1.0,0.0,H,3.25,3.2,2.2
115,07/11/05,Bolton,Tottenham,1.0,0.0,H,2.4,3.25,2.62
116,19/11/05,Charlton,Man United,1.0,3.0,A,4.0,3.25,1.9
117,19/11/05,Chelsea,Newcastle,3.0,0.0,H,1.33,4.5,9.5
118,19/11/05,Liverpool,Portsmouth,3.0,0.0,H,1.4,4.0,9.0
119,19/11/05,Man City,Blackburn,0.0,0.0,D,1.9,3.25,4.0
120,19/11/05,Sunderland,Aston Villa,1.0,3.0,A,2.5,3.2,2.75
121,19/11/05,West Brom,Everton,4.0,0.0,H,2.5,3.2,2.75
122,19/11/05,Wigan,Arsenal,2.0,3.0,A,4.5,3.3,1.8
123,20/11/05,Middlesbrough,Fulham,3.0,2.0,H,1.9,3.25,4.0
124,20/11/05,Tottenham,West Ham,1.0,1.0,D,1.66,3.4,5.5
125,26/11/05,Arsenal,Blackburn,3.0,0.0,H,1.36,4.33,9.0
126,26/11/05,Aston Villa,Charlton,1.0,0.0,H,2.25,3.2,3.1
127,26/11/05,Man City,Liverpool,0.0,1.0,A,2.8,3.1,2.5
128,26/11/05,Portsmouth,Chelsea,0.0,2.0,A,9.0,4.33,1.36
129,26/11/05,Sunderland,Birmingham,0.0,1.0,A,2.5,3.2,2.75
130,26/11/05,Wigan,Tottenham,1.0,2.0,A,2.75,3.2,2.5
131,27/11/05,Everton,Newcastle,1.0,0.0,H,2.5,3.2,2.75
132,27/11/05,Fulham,Bolton,2.0,1.0,H,2.37,3.25,2.87
133,27/11/05,Middlesbrough,West Brom,2.0,2.0,D,1.72,3.4,5.0
134,27/11/05,West Ham,Man United,1.0,2.0,A,5.0,3.3,1.72
135,30/11/05,Sunderland,Liverpool,0.0,2.0,A,7.0,3.75,1.5
136,03/12/05,Blackburn,Everton,0.0,2.0,A,2.0,3.2,3.75
137,03/12/05,Bolton,Arsenal,2.0,0.0,H,4.33,3.3,1.83
138,03/12/05,Chelsea,Middlesbrough,1.0,0.0,H,1.25,5.0,13.0
139,03/12/05,Liverpool,Wigan,3.0,0.0,H,1.53,3.5,7.0
140,03/12/05,Man United,Portsmouth,3.0,0.0,H,1.2,5.5,17.0
141,03/12/05,Newcastle,Aston Villa,1.0,1.0,D,1.72,3.4,5.0
142,03/12/05,Tottenham,Sunderland,3.0,2.0,H,1.33,4.33,10.0
143,03/12/05,West Brom,Fulham,0.0,0.0,D,2.37,3.2,2.9
144,04/12/05,Charlton,Man City,2.0,5.0,A,2.4,3.2,2.87
145,05/12/05,Birmingham,West Ham,1.0,2.0,A,2.3,3.25,3.0
146,10/12/05,Birmingham,Fulham,1.0,0.0,H,2.3,3.25,3.0
147,10/12/05,Blackburn,West Ham,3.0,2.0,H,2.0,3.2,3.75
148,10/12/05,Bolton,Aston Villa,1.0,1.0,D,1.83,3.3,4.33
149,10/12/05,Charlton,Sunderland,2.0,0.0,H,1.66,3.4,5.5
150,10/12/05,Chelsea,Wigan,1.0,0.0,H,1.2,5.5,17.0
151,10/12/05,Liverpool,Middlesbrough,2.0,0.0,H,1.57,3.6,6.0
152,10/12/05,Newcastle,Arsenal,1.0,0.0,H,4.0,3.25,1.9
153,10/12/05,West Brom,Man City,2.0,0.0,H,2.8,3.25,2.4
154,11/12/05,Man United,Everton,1.0,1.0,D,1.3,4.5,12.0
155,12/12/05,Tottenham,Portsmouth,3.0,1.0,H,1.44,4.0,7.5
156,14/12/05,Everton,West Ham,1.0,2.0,A,2.1,3.2,3.5
157,14/12/05,Man United,Wigan,4.0,0.0,H,1.3,4.5,11.0
158,17/12/05,Aston Villa,Man United,0.0,2.0,A,5.5,3.4,1.66
159,17/12/05,Everton,Bolton,0.0,4.0,A,2.37,3.25,2.87
160,17/12/05,Fulham,Blackburn,2.0,1.0,H,2.3,3.25,3.0
161,17/12/05,Man City,Birmingham,4.0,1.0,H,1.8,3.2,5.0
162,17/12/05,Portsmouth,West Brom,1.0,0.0,H,2.2,3.2,3.25
163,17/12/05,West Ham,Newcastle,2.0,4.0,A,2.5,3.2,2.75
164,17/12/05,Wigan,Charlton,3.0,0.0,H,2.3,3.25,3.0
165,18/12/05,Arsenal,Chelsea,0.0,2.0,A,2.87,3.1,2.5
166,18/12/05,Middlesbrough,Tottenham,3.0,3.0,D,2.5,3.2,2.75
167,26/12/05,Aston Villa,Everton,4.0,0.0,H,2.1,3.2,3.5
168,26/12/05,Charlton,Arsenal,0.0,1.0,A,5.0,3.4,1.72
169,26/12/05,Chelsea,Fulham,3.0,2.0,H,1.2,5.5,17.0
170,26/12/05,Liverpool,Newcastle,2.0,0.0,H,1.66,3.4,5.5
171,26/12/05,Man United,West Brom,3.0,0.0,H,1.22,5.5,13.0
172,26/12/05,Middlesbrough,Blackburn,0.0,2.0,A,2.0,3.2,3.75
173,26/12/05,Portsmouth,West Ham,1.0,1.0,D,2.37,3.2,2.9
174,26/12/05,Sunderland,Bolton,0.0,0.0,D,4.0,3.25,1.9
175,26/12/05,Tottenham,Birmingham,2.0,0.0,H,1.5,3.75,7.0
176,26/12/05,Wigan,Man City,4.0,3.0,H,2.4,3.2,2.87
177,28/12/05,Arsenal,Portsmouth,4.0,0.0,H,1.22,5.5,13.0
178,28/12/05,Birmingham,Man United,2.0,2.0,D,7.5,4.33,1.4
179,28/12/05,Everton,Liverpool,1.0,3.0,A,5.0,3.4,1.72
180,28/12/05,Fulham,Aston Villa,3.0,3.0,D,2.1,3.25,3.4
181,28/12/05,Man City,Chelsea,0.0,1.0,A,6.0,3.6,1.57
182,28/12/05,West Brom,Tottenham,2.0,0.0,H,3.4,3.25,2.1
183,28/12/05,West Ham,Wigan,0.0,2.0,A,2.1,3.25,3.4
184,31/12/05,Aston Villa,Arsenal,0.0,0.0,D,5.5,3.6,1.61
185,31/12/05,Charlton,West Ham,2.0,0.0,H,2.2,3.25,3.2
186,31/12/05,Chelsea,Birmingham,2.0,0.0,H,1.14,7.0,17.0
187,31/12/05,Liverpool,West Brom,1.0,0.0,H,1.22,5.5,13.0
188,31/12/05,Man United,Bolton,4.0,1.0,H,1.4,4.33,7.5
189,31/12/05,Middlesbrough,Man City,0.0,0.0,D,2.25,3.25,3.1
190,31/12/05,Portsmouth,Fulham,1.0,0.0,H,2.4,3.2,2.87
191,31/12/05,Sunderland,Everton,0.0,1.0,A,2.6,3.25,2.6
192,31/12/05,Tottenham,Newcastle,2.0,0.0,H,2.0,3.2,3.75
193,31/12/05,Wigan,Blackburn,0.0,3.0,A,2.2,3.2,3.25
194,02/01/06,Birmingham,Wigan,2.0,0.0,H,2.4,3.2,2.87
195,02/01/06,Blackburn,Portsmouth,2.0,1.0,H,1.66,3.4,5.5
196,02/01/06,Bolton,Liverpool,2.0,2.0,D,3.75,3.2,2.0
197,02/01/06,Everton,Charlton,3.0,1.0,H,2.3,3.25,3.0
198,02/01/06,Fulham,Sunderland,2.0,1.0,H,1.57,3.5,6.5
199,02/01/06,Newcastle,Middlesbrough,2.0,2.0,D,2.1,3.1,3.6
200,02/01/06,West Brom,Aston Villa,1.0,2.0,A,2.5,3.2,2.75
201,02/01/06,West Ham,Chelsea,1.0,3.0,A,9.0,4.0,1.4
202,03/01/06,Arsenal,Man United,0.0,0.0,D,2.62,3.1,2.75
203,04/01/06,Man City,Tottenham,0.0,2.0,A,2.5,3.1,2.8
204,14/01/06,Arsenal,Middlesbrough,7.0,0.0,H,1.33,4.33,8.0
205,14/01/06,Aston Villa,West Ham,1.0,2.0,A,2.0,3.2,3.75
206,14/01/06,Blackburn,Bolton,0.0,0.0,D,2.1,3.25,3.4
207,14/01/06,Charlton,Birmingham,2.0,0.0,H,2.0,3.2,3.75
208,14/01/06,Fulham,Newcastle,1.0,0.0,H,2.37,3.25,2.87
209,14/01/06,Liverpool,Tottenham,1.0,0.0,H,1.66,3.4,5.5
210,14/01/06,Man City,Man United,3.0,1.0,H,4.5,3.3,1.8
211,14/01/06,Portsmouth,Everton,0.0,1.0,A,2.2,3.25,3.2
212,15/01/06,Sunderland,Chelsea,1.0,2.0,A,17.0,5.5,1.2
213,15/01/06,Wigan,West Brom,0.0,1.0,A,1.83,3.3,4.33
214,21/01/06,Birmingham,Portsmouth,5.0,0.0,H,2.1,3.2,3.5
215,21/01/06,Bolton,Man City,2.0,0.0,H,2.25,3.2,3.1
216,21/01/06,Everton,Arsenal,1.0,0.0,H,5.5,3.5,1.66
217,21/01/06,Middlesbrough,Wigan,2.0,3.0,A,2.2,3.2,3.25
218,21/01/06,Newcastle,Blackburn,0.0,1.0,A,2.3,3.25,3.0
219,21/01/06,Tottenham,Aston Villa,0.0,0.0,D,1.61,3.4,6.0
220,21/01/06,West Brom,Sunderland,0.0,1.0,A,1.72,3.4,5.0
221,22/01/06,Chelsea,Charlton,1.0,1.0,D,1.16,6.5,15.0
222,22/01/06,Man United,Liverpool,1.0,0.0,H,2.3,3.1,3.1
223,23/01/06,West Ham,Fulham,2.0,1.0,H,2.1,3.2,3.5
224,31/01/06,Charlton,West Brom,0.0,0.0,D,1.83,3.3,4.33
225,31/01/06,Fulham,Tottenham,1.0,0.0,H,2.75,3.2,2.5
226,31/01/06,Sunderland,Middlesbrough,0.0,3.0,A,2.75,3.2,2.5
227,31/01/06,Wigan,Everton,1.0,1.0,D,2.25,3.1,3.2
228,01/02/06,Arsenal,West Ham,2.0,3.0,A,1.4,4.33,7.5
229,01/02/06,Aston Villa,Chelsea,1.0,1.0,D,7.5,4.0,1.44
230,01/02/06,Blackburn,Man United,4.0,3.0,H,4.0,3.25,1.9
231,01/02/06,Liverpool,Birmingham,1.0,1.0,D,1.3,4.5,12.0
232,01/02/06,Man City,Newcastle,3.0,0.0,H,2.1,3.25,3.4
233,01/02/06,Portsmouth,Bolton,1.0,1.0,D,2.8,3.25,2.4
234,04/02/06,Birmingham,Arsenal,0.0,2.0,A,3.5,3.2,2.1
235,04/02/06,Bolton,Wigan,1.0,1.0,D,1.9,3.25,4.0
236,04/02/06,Everton,Man City,1.0,0.0,H,2.2,3.2,3.25
237,04/02/06,Man United,Fulham,4.0,2.0,H,1.3,4.5,12.0
238,04/02/06,Middlesbrough,Aston Villa,0.0,4.0,A,2.25,3.2,3.1
239,04/02/06,Newcastle,Portsmouth,2.0,0.0,H,1.8,3.3,4.5
240,04/02/06,West Brom,Blackburn,2.0,0.0,H,2.9,3.2,2.37
241,04/02/06,West Ham,Sunderland,2.0,0.0,H,1.5,3.75,7.0
242,05/02/06,Chelsea,Liverpool,2.0,0.0,H,1.9,3.0,4.5
243,05/02/06,Tottenham,Charlton,3.0,1.0,H,1.8,3.2,4.75
244,08/02/06,Charlton,Liverpool,2.0,0.0,H,4.5,3.3,1.8
245,11/02/06,Arsenal,Bolton,1.0,1.0,D,1.5,4.0,6.0
246,11/02/06,Aston Villa,Newcastle,1.0,2.0,A,2.2,3.2,3.25
247,11/02/06,Everton,Blackburn,1.0,0.0,H,2.25,3.2,3.1
248,11/02/06,Fulham,West Brom,6.0,1.0,H,1.83,3.3,4.33
249,11/02/06,Middlesbrough,Chelsea,3.0,0.0,H,7.5,4.33,1.4
250,11/02/06,Portsmouth,Man United,1.0,3.0,A,6.0,3.8,1.53
251,11/02/06,Wigan,Liverpool,0.0,1.0,A,3.75,3.2,2.0
252,12/02/06,Man City,Charlton,3.0,2.0,H,1.9,3.25,4.0
253,12/02/06,Sunderland,Tottenham,1.0,1.0,D,6.0,3.6,1.57
